uid,domainID,siteID,namedLocation,collectDate,sortDate,sampleID,sampleCode,mixedZooVialID,mixedZooVialCode,testProtocolVersion,subsampleType,zooVolumePerBottle,zooSubsampleVolume,notSubsampled,qcEnumerationDifference,qcTaxonomicDifference,laboratoryName,sortedBy,benchRemarks,dataQF,publicationDate,release
01411e2e-eb6e-467d-ac7b-c81121b9ac50,D03,BARC,BARC.AOS.littoral1,2022-02-16T14:25Z,2022-08-11,BARC.20220216.SCHINDLER.2,A00000316685,BA22NEOZ05006,,RHITHRON_Zooplankton_Identification_Revision1,none,238,5,,,,"Rhithron Associates, Inc.",r5vmz44Jh7jy5GNKbYRIow==,,,20231229T044751Z,PROVISIONAL
14a8514f-f959-4340-859f-d1454bb7b2bf,D03,SUGG,SUGG.AOS.buoy.c0,2014-07-18T16:00Z,,SUGG.BOUY.20140718.ZOO,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,1000,21.4,N,,,EcoAnalysts Inc.,5LtHEfC81k8=,,,20231226T222141Z,RELEASE-2024
947a1fb1-2a18-4654-aa2c-a109c90cb92a,D03,SUGG,SUGG.AOS.littoral1,2014-07-18T16:00Z,,SUGG.IN.20140718.ZOO,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,1000,48.1,N,,,EcoAnalysts Inc.,5LtHEfC81k8=,,,20231226T222141Z,RELEASE-2024
ddf1d078-92bd-46a2-ba5d-8dc612c4dce5,D03,SUGG,SUGG.AOS.littoral2,2014-07-18T16:00Z,,SUGG.OUT.20140718.ZOO,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,1000,27.6,N,,,EcoAnalysts Inc.,5LtHEfC81k8=,,,20231226T222141Z,RELEASE-2024
6d54892d-9393-4ff8-92cc-6dc12ab07ed8,D03,SUGG,SUGG.AOS.littoral2,2015-02-18T17:00Z,,SUGG.20150218.SCHINDLER.3,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,500,122.9,N,,,EcoAnalysts Inc.,5LtHEfC81k8=,,,20231226T235315Z,RELEASE-2024
09cc9327-eb9b-492e-9a9c-343393b095a8,D03,SUGG,SUGG.AOS.littoral1,2015-02-18T17:00Z,,SUGG.20150218.SCHINDLER.2,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,500,103.5,N,,,EcoAnalysts Inc.,5LtHEfC81k8=,,,20231226T235315Z,RELEASE-2024
e66937f0-d2c2-44b9-bfac-9ab49d1f91c8,D03,SUGG,SUGG.AOS.buoy.c0,2015-02-18T17:00Z,,SUGG.20150218.SCHINDLER.1,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,500,57,N,,,EcoAnalysts Inc.,5LtHEfC81k8=,,,20231226T235315Z,RELEASE-2024
3dde9e1b-1605-4597-a7c8-61005d1ecd39,D03,SUGG,SUGG.AOS.buoy.c0,2015-07-08T16:00Z,,SUGG.20150708.SCHINDLER.1,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,,,N,,,EcoAnalysts Inc.,FEi5gNx/9hV5ag5fVWLkHw==,Percent Subbed measured by weight not volume. subsamplePercent = 0.27,,20231226T233634Z,RELEASE-2024
9ade631f-2565-4f9d-b5a7-cc4962a03c65,D03,SUGG,SUGG.AOS.littoral2,2015-07-08T16:00Z,,SUGG.20150708.SCHINDLER.3,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,,,N,,,EcoAnalysts Inc.,FEi5gNx/9hV5ag5fVWLkHw==,Percent Subbed measured by weight not volume. subsamplePercent = 0.34,,20231226T233634Z,RELEASE-2024
dff48e58-2b0f-42c8-9652-9b20ade8e11e,D03,SUGG,SUGG.AOS.littoral1,2015-07-08T16:00Z,,SUGG.20150708.SCHINDLER.2,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,,,N,2.7,15,EcoAnalysts Inc.,FEi5gNx/9hV5ag5fVWLkHw==,Percent Subbed measured by weight not volume. subsamplePercent = 0.4,,20231226T233634Z,RELEASE-2024
b08e76dc-642b-4a2b-a69a-be5acdfcbd7e,D03,SUGG,SUGG.AOS.buoy.c0,2015-07-08T16:00Z,,SUGG.20150708.SCHINDLER.1,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,,,N,,,EcoAnalysts Inc.,FEi5gNx/9hV5ag5fVWLkHw==,Percent Subbed measured by weight not volume; subsamplePercent = 0.27,,20231226T233634Z,RELEASE-2024
107373b2-33ac-497a-bb57-ebb62a7c4ab2,D03,SUGG,SUGG.AOS.littoral1,2015-07-08T16:00Z,,SUGG.20150708.SCHINDLER.2,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,,,N,2.7,15,EcoAnalysts Inc.,FEi5gNx/9hV5ag5fVWLkHw==,Percent Subbed measured by weight not volume; subsamplePercent = 0.4,,20231226T233634Z,RELEASE-2024
668b89a5-4b3e-4039-b9d2-545fea363854,D03,SUGG,SUGG.AOS.littoral2,2015-07-08T16:00Z,,SUGG.20150708.SCHINDLER.3,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,,,N,,,EcoAnalysts Inc.,FEi5gNx/9hV5ag5fVWLkHw==,Percent Subbed measured by weight not volume; subsamplePercent = 0.34,,20231226T233634Z,RELEASE-2024
185a04b2-f04f-4432-a936-ef4c243292ef,D03,SUGG,SUGG.AOS.buoy.c0,2015-11-10T17:00Z,,SUGG.20151110.SCHINDLER.1,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,500,25,N,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,Percent Subbed measured by weight not volume. subsamplePercent = 5,,20231226T234959Z,RELEASE-2024
26a4986d-04af-4279-9487-949c00001df9,D03,SUGG,SUGG.AOS.buoy.c0,2015-11-10T17:00Z,,SUGG.20151110.SCHINDLER.1,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,500,25,N,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,subsamplePercent = 5,,20231226T234959Z,RELEASE-2024
4bf4f5e6-20f8-4b24-8a1d-8b7af6ed437f,D03,SUGG,SUGG.AOS.littoral2,2015-11-10T17:00Z,,SUGG.20151110.SCHINDLER.3,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,520,26,N,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,subsamplePercent = 5,,20231226T234959Z,RELEASE-2024
2f8a639f-2c94-4f83-82ee-c445c5115c98,D03,SUGG,SUGG.AOS.littoral1,2015-11-10T17:00Z,,SUGG.20151110.SCHINDLER.2,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,480,24,N,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,subsamplePercent = 5,,20231226T234959Z,RELEASE-2024
3b609ee0-04fd-4a89-a2fa-75ba175061ac,D03,SUGG,SUGG.AOS.littoral1,2016-02-12T17:00Z,,SUGG.20160212.SCHINDLER.2,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,390,136.5,N,0.8,6,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,subsamplePercent = 35,,20231227T021220Z,RELEASE-2024
11ff6141-8b8c-4a0f-9651-f7bf8cb1aca5,D03,SUGG,SUGG.AOS.buoy.c0,2016-02-12T17:00Z,,SUGG.20160212.SCHINDLER.1,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,280,98,N,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,subsamplePercent = 35,,20231227T021220Z,RELEASE-2024
a62099a1-ce41-4e27-8444-0168a20bc715,D03,SUGG,SUGG.AOS.littoral2,2016-02-12T17:00Z,,SUGG.20160212.SCHINDLER.3,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,210,105,N,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,Percent Subbed measured by weight not volume. subsamplePercent = 50,,20231227T021220Z,RELEASE-2024
6f92f87c-87bc-4dd0-82f7-2af319c0bcc1,D03,SUGG,SUGG.AOS.littoral2,2016-02-12T17:00Z,,SUGG.20160212.SCHINDLER.3,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,210,105,N,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,subsamplePercent = 50,,20231227T021220Z,RELEASE-2024
8c6b22f4-4f34-4fcc-9608-d18a204b0cb7,D03,SUGG,SUGG.AOS.buoy.c0,2016-02-12T17:00Z,,SUGG.20160212.SCHINDLER.1,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,280,98,N,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,Percent Subbed measured by weight not volume; subsamplePercent = 35,,20231227T021220Z,RELEASE-2024
804630c0-01dc-4f4b-980a-dffbd8e93f22,D03,SUGG,SUGG.AOS.buoy.c0,2016-07-05T16:00Z,,SUGG.20160705.SCHINDLERPATALAS.1,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,230,11.5,N,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,subsamplePercent = 5,,20231227T015215Z,RELEASE-2024
58ff19bf-ebf1-4e8e-ba1f-48af5c7b0f7e,D03,SUGG,SUGG.AOS.littoral2,2016-07-05T16:00Z,,SUGG.20160705.SCHINDLERPATALAS.3,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,,,N,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,Percent Subbed measured by weight not volume. subsamplePercent = 30,,20231227T015215Z,RELEASE-2024
3e05c2ca-3829-44f5-a1f2-d2b7c75efb5d,D03,SUGG,SUGG.AOS.littoral2,2016-07-05T16:00Z,,SUGG.20160705.SCHINDLERPATALAS.3,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,150,45,N,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,subsamplePercent = 30,,20231227T015215Z,RELEASE-2024
fd4fa0b5-4994-44fa-b869-3ccab47e242f,D03,SUGG,SUGG.AOS.littoral1,2016-07-05T16:00Z,,SUGG.20160705.SCHINDLERPATALAS.2,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,,,N,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,Percent Subbed measured by weight not volume. subsamplePercent = 20,,20231227T015215Z,RELEASE-2024
5287078f-2809-484b-a67e-c3bb130bc291,D03,SUGG,SUGG.AOS.littoral2,2016-07-05T16:00Z,,SUGG.20160705.SCHINDLERPATALAS.3,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,,,N,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,Percent Subbed measured by weight not volume; subsamplePercent = 30,,20231227T015215Z,RELEASE-2024
b7ca1baa-8103-49d2-8024-3dbc30af3868,D03,SUGG,SUGG.AOS.littoral1,2016-07-05T16:00Z,,SUGG.20160705.SCHINDLERPATALAS.2,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,240,48,N,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,subsamplePercent = 20,,20231227T015215Z,RELEASE-2024
08417967-7fa4-40a0-b0d8-63deaabf516a,D03,SUGG,SUGG.AOS.littoral2,2016-10-31T16:00Z,,SUGG.20161031.SCHINDLER.3,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,420,19.5,N,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,subsamplePercent = 4.65,,20231227T011551Z,RELEASE-2024
82cd2b04-06d4-40a1-b2c8-f3332b2fa08e,D03,SUGG,SUGG.AOS.buoy.c0,2016-10-31T16:00Z,,SUGG.20161031.SCHINDLER.1,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,190,28.5,N,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,subsamplePercent = 15,,20231227T011551Z,RELEASE-2024
b5eefd99-d42c-4efd-9b1a-b5670c48687f,D03,SUGG,SUGG.AOS.littoral1,2016-10-31T16:00Z,,SUGG.20161031.SCHINDLER.2,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,280,20.5,N,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,subsamplePercent = 7.32,,20231227T011551Z,RELEASE-2024
45686e06-316b-4e2f-ac5f-8e78c70e7d66,D03,SUGG,SUGG.AOS.littoral2,2017-02-09T17:00Z,,SUGG.20170209.SCHINDLER.3,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,250,39.8,N,0.9,4.7,EcoAnalysts Inc.,1BO6muxQWqs=,subsamplePercent = 15.9,,20231227T082850Z,RELEASE-2024
f7a3c95a-1cc4-4443-b540-e525253d966f,D03,SUGG,SUGG.AOS.littoral1,2017-02-09T17:00Z,,SUGG.20170209.SCHINDLER.2,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,400,185.7,N,,,EcoAnalysts Inc.,1BO6muxQWqs=,subsamplePercent = 46.42,,20231227T082850Z,RELEASE-2024
8ad7a17b-7ceb-40aa-9a4b-dd9b5dcc4f06,D03,SUGG,SUGG.AOS.buoy.c0,2017-02-09T17:00Z,,SUGG.20170209.SCHINDLER.1,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,250,120,N,,,EcoAnalysts Inc.,1BO6muxQWqs=,subsamplePercent = 47.99,,20231227T082850Z,RELEASE-2024
eb725ce3-4694-475e-ab80-314e796707c1,D03,SUGG,SUGG.AOS.buoy.c0,2017-06-29T13:32Z,,SUGG.20170629.SCHINDLER.1,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,210,1,N,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231227T060528Z,RELEASE-2024
4447c76e-da0b-49d1-9aa2-9e7157ad1d59,D03,SUGG,SUGG.AOS.littoral1,2017-06-29T13:32Z,,SUGG.20170629.SCHINDLER.2,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,210,5,N,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231227T060528Z,RELEASE-2024
5480014e-9ada-4cfc-86c8-4dae72356cb9,D03,SUGG,SUGG.AOS.littoral2,2017-06-29T13:32Z,,SUGG.20170629.SCHINDLER.3,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,320,2,N,4.1,15.1,EcoAnalysts Inc.,1BO6muxQWqs=,,,20231227T060528Z,RELEASE-2024
9de8d7b8-5422-4d9a-9abd-de4bb208ac52,D03,SUGG,SUGG.AOS.littoral1,2017-11-03T17:54Z,,SUGG.20171103.SCHINDLER.2,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,125,2,N,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231227T084238Z,RELEASE-2024
be969788-1ded-48f4-9956-c074779e8397,D03,SUGG,SUGG.AOS.buoy.c0,2017-11-03T17:54Z,,SUGG.20171103.SCHINDLER.1,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,330,2,N,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231227T084238Z,RELEASE-2024
dce249e3-7bda-4abf-84e6-14f6c13aac73,D03,SUGG,SUGG.AOS.littoral2,2017-11-03T17:54Z,,SUGG.20171103.SCHINDLER.3,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,125,3,N,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231227T084238Z,RELEASE-2024
e4748a49-b9d4-4df6-ab01-27f39be7c00a,D03,SUGG,SUGG.AOS.buoy.c0,2018-02-12T14:52Z,,SUGG.20180212.SCHINDLER-PATALAS.1,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,340,2,,2.3,6.3,EcoAnalysts Inc.,1BO6muxQWqs=,,,20231228T190410Z,RELEASE-2024
cb59b8a0-0057-41d7-991d-10ad74d15f5e,D03,SUGG,SUGG.AOS.littoral1,2018-02-12T14:52Z,,SUGG.20180212.SCHINDLER-PATALAS.2,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,250,7,,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231228T190410Z,RELEASE-2024
1b87f898-14ef-40b9-bb32-5cc69d6e9d4e,D03,SUGG,SUGG.AOS.littoral2,2018-02-12T14:52Z,,SUGG.20180212.SCHINDLER-PATALAS.3,,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,330,4,,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231228T190410Z,RELEASE-2024
28170776-0734-43ee-a72c-abe292204bc6,D03,SUGG,SUGG.AOS.littoral1,2018-07-02T18:09Z,,SUGG.20180702.SCHINDLER.2,A00000003478,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,480,1,N,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231228T181840Z,RELEASE-2024
c1c63709-72b1-4901-8303-f21a18944f57,D03,SUGG,SUGG.AOS.buoy.c0,2018-07-02T18:09Z,,SUGG.20180702.SCHINDLER.1,A00000003479,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,490,1,N,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231228T181840Z,RELEASE-2024
2d12bae4-edad-4a8f-b588-cbd70dc591c7,D03,SUGG,SUGG.AOS.littoral2,2018-07-02T18:09Z,,SUGG.20180702.SCHINDLER.3,A00000003796,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,480,5,N,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231228T181840Z,RELEASE-2024
3b39672d-d4d2-4c60-b378-d7ca6e5c2c0c,D03,SUGG,SUGG.AOS.littoral2,2018-10-29T16:43Z,,SUGG.20181029.SCHINDLER.3,A00000036754,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,230,4.6,,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231228T191235Z,RELEASE-2024
42fd91ef-6d80-426e-987c-9c85095b98fa,D03,SUGG,SUGG.AOS.buoy.c0,2018-10-29T16:43Z,,SUGG.20181029.SCHINDLER.1,A00000036757,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,320,4,,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231228T191235Z,RELEASE-2024
9b01f736-023a-4caf-8561-a1486f43a228,D03,SUGG,SUGG.AOS.littoral1,2018-10-29T16:43Z,,SUGG.20181029.SCHINDLER.2,A00000036756,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,230,11.8,,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231228T191235Z,RELEASE-2024
1a3588a8-d91f-429f-8b6a-a658f3f60069,D03,SUGG,SUGG.AOS.littoral2,2019-02-14T17:58Z,,SUGG.20190214.SCHINDLER.3,A00000037209,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,280,42,,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231227T172253Z,RELEASE-2024
434b1ffc-79fb-42ca-91fd-baf86efda162,D03,SUGG,SUGG.AOS.littoral1,2019-02-14T17:58Z,,SUGG.20190214.SCHINDLER.2,A00000037207,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,280,84,,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231227T172253Z,RELEASE-2024
48e77e97-3418-48b2-9e79-41720a6050df,D03,SUGG,SUGG.AOS.buoy.c0,2019-02-14T17:58Z,,SUGG.20190214.SCHINDLER.1,A00000037201,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,220,88,,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231227T172253Z,RELEASE-2024
b93495f9-64f1-4b1c-923f-d3d7d47ce9da,D03,SUGG,SUGG.AOS.buoy.c0,2019-07-01T17:20Z,,SUGG.20190701.SCHINDLER.3,A00000073446,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,400,13.3,,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231227T182551Z,RELEASE-2024
905a285e-0065-417b-8c84-2ab9325168bb,D03,SUGG,SUGG.AOS.littoral2,2019-07-01T17:20Z,,SUGG.20190701.SCHINDLER.2,A00000073443,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,450,21.4,,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231227T182551Z,RELEASE-2024
8c964c79-0fdf-4b54-a80c-dc69c0b3b582,D03,SUGG,SUGG.AOS.littoral1,2019-07-01T17:20Z,,SUGG.20190701.SCHINDLER.1,A00000073445,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,430,43,,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231227T182551Z,RELEASE-2024
00d8e70d-c4aa-48af-90e9-14946b193d9b,D03,SUGG,SUGG.AOS.buoy.c0,2019-10-28T14:11Z,,SUGG.20191028.SCHINDLER.1,A00000075710,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,530,53,,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231227T184622Z,RELEASE-2024
7a867a71-ad0d-4fcc-8993-259a3a639026,D03,SUGG,SUGG.AOS.littoral1,2019-10-28T14:11Z,,SUGG.20191028.SCHINDLER.2,A00000075712,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,530,106,,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231227T184622Z,RELEASE-2024
52c619a3-0c75-4fdd-a2ce-f97905086c27,D03,SUGG,SUGG.AOS.littoral2,2019-10-28T14:11Z,,SUGG.20191028.SCHINDLER.3,A00000075708,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,530,99.4,,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231227T184622Z,RELEASE-2024
067975e6-539e-4402-b992-85853c68d13c,D03,SUGG,SUGG.AOS.littoral1,2020-02-10T16:15Z,,SUGG.20200210.SCHINDLER.2,A00000075513,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,480,174.5,,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231227T221026Z,RELEASE-2024
d1af8ecf-4891-42ee-973c-1d518dcbec66,D03,SUGG,SUGG.AOS.buoy.c0,2020-02-10T16:15Z,,SUGG.20200210.SCHINDLER.1,A00000075515,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,470,146.9,,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231227T221026Z,RELEASE-2024
458e5df5-933c-4562-9f46-bc678a2c9b0f,D03,SUGG,SUGG.AOS.littoral2,2020-02-10T16:15Z,,SUGG.20200210.SCHINDLER.3,A00000075514,,,ECOANALYSTS_Zooplankton_Identification_Revision2,,500,125,,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231227T221026Z,RELEASE-2024
b6f97e3d-c8a9-4787-97d7-76192488ea01,D03,SUGG,SUGG.AOS.littoral2,2020-07-13T17:03Z,,SUGG.20200713.SCHINDLER.3,A00000131417,,,ECOANALYSTS_Zooplankton_Identification_Revision3,,300,90,,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231227T205647Z,RELEASE-2024
38b2c919-b88a-4719-9e63-0fd108344666,D03,SUGG,SUGG.AOS.buoy.c0,2020-07-13T17:03Z,,SUGG.20200713.SCHINDLER.1,A00000131416,,,ECOANALYSTS_Zooplankton_Identification_Revision3,,260,6.5,,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231227T205647Z,RELEASE-2024
8c6ae0aa-b831-499a-bd92-f8970203d397,D03,SUGG,SUGG.AOS.littoral1,2020-07-13T17:03Z,,SUGG.20200713.SCHINDLER.2,A00000131415,,,ECOANALYSTS_Zooplankton_Identification_Revision3,,270,27,,8,2.9,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231227T205647Z,RELEASE-2024
8c4e4115-3133-4c03-87fd-fd296b22d4a5,D03,SUGG,SUGG.AOS.littoral2,2020-10-28T14:02Z,,SUGG.20201028.SCHINDLER.3,A00000131702,,,ECOANALYSTS_Zooplankton_Identification_Revision3,,350,46.7,,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231227T224800Z,RELEASE-2024
d2c865f4-6b91-4f73-8154-97044ef2f67e,D03,SUGG,SUGG.AOS.littoral1,2020-10-28T14:02Z,,SUGG.20201028.SCHINDLER.2,A00000131700,,,ECOANALYSTS_Zooplankton_Identification_Revision3,,350,105,,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231227T224800Z,RELEASE-2024
8a916966-b535-4a48-a219-14a6816599f5,D03,SUGG,SUGG.AOS.buoy.c0,2020-10-28T14:02Z,,SUGG.20201028.SCHINDLER.1,A00000131698,,,ECOANALYSTS_Zooplankton_Identification_Revision3,,350,52.5,,8.2,16.2,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231227T224800Z,RELEASE-2024
98b11a24-8ffa-4231-90fb-98fe802ba00e,D03,SUGG,SUGG.AOS.littoral1,2021-02-11T15:20Z,,SUGG.20210211.SCHINDLER.2,A00000132235,,,ECOANALYSTS_Zooplankton_Identification_Revision3,,300,80,,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231228T000441Z,RELEASE-2024
ca6dfe15-ef04-4bfb-a238-75e526fc137b,D03,SUGG,SUGG.AOS.littoral2,2021-02-11T15:20Z,,SUGG.20210211.SCHINDLER.3,A00000132236,,,ECOANALYSTS_Zooplankton_Identification_Revision3,,260,34.7,,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231228T000441Z,RELEASE-2024
9c8c6ae3-fd91-47d9-8e46-135e25e9f70d,D03,SUGG,SUGG.AOS.buoy.c1,2021-02-11T15:20Z,,SUGG.20210211.SCHINDLER.1,A00000132234,,,ECOANALYSTS_Zooplankton_Identification_Revision3,,300,20,,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231228T000441Z,RELEASE-2024
2c093aeb-b8fd-4757-8fea-02728b4ebe74,D03,SUGG,SUGG.AOS.littoral1,2021-06-30T13:04Z,,SUGG.20210630.SCHINDLER.2,A00000132709,,,ECOANALYSTS_Zooplankton_Identification_Revision3,,350,6.3,N,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231228T014913Z,RELEASE-2024
b3b8947c-3783-4e31-abef-22ebf1b4f701,D03,SUGG,SUGG.AOS.littoral2,2021-06-30T13:04Z,,SUGG.20210630.SCHINDLER.3,A00000132710,,,ECOANALYSTS_Zooplankton_Identification_Revision3,,380,19,N,7.6,16.5,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231228T014913Z,RELEASE-2024
9d129497-80f6-4822-a5e1-2b18e801de42,D03,SUGG,SUGG.AOS.buoy.c0,2021-06-30T13:04Z,,SUGG.20210630.SCHINDLER.1,A00000132708,,,ECOANALYSTS_Zooplankton_Identification_Revision3,,350,8.8,N,,,EcoAnalysts Inc.,L154fgqSHVzC1PbMix8Y8A==,,,20231228T014913Z,RELEASE-2024
6bcedd07-37f1-46a9-801a-34fe718951cd,D03,SUGG,SUGG.AOS.littoral1,2022-02-14T16:41Z,2022-08-09,SUGG.20220214.SCHINDLER.2,A00000173206,BA22NEOZ05002,,RHITHRON_Zooplankton_Identification_Revision1,none,515,5,,,,"Rhithron Associates, Inc.",r5vmz44Jh7jy5GNKbYRIow==,,,20231229T042808Z,PROVISIONAL
