uid,domainID,siteID,namedLocation,collectDate,identifiedDate,sampleID,sampleCode,referencePhotoID,referencePhotoCode,taxonID,targetTaxaPresent,scientificName,morphospeciesID,taxonRank,phylum,subphylum,class,subclass,infraclass,superorder,order,suborder,superfamily,family,subfamily,genus,specificEpithet,infraspecificEpithet,nauplii,zooMinimumLength,zooMaximumLength,zooMeanLength,zooWidth,individualCount,subsampleType,zooVolumePerBottle,zooSubsampleVolume,adjCountPerBottle,indeterminateSpecies,sampleCondition,distinctTaxon,identificationQualifier,identificationReferences,qcChecked,laboratoryName,internalLabName,identifiedBy,identificationRemarks,identificationHistoryID,dataQF,publicationDate,release
c9e91f21-0bc3-4d02-832e-a0104bbfd1f1,D03,BARC,BARC.AOS.littoral1,2017-10-31T16:07Z,2018-03-19,BARC.20171031.SCHINDLER.2,,"",,LECMIR,Y,Lecane mira,"",species,Rotifera,"",Monogonta,,Monogononta,"",Pseudotrocha,Ploima,"",,Lecanidae,,"","",N,0.18,0.18,0.18,,6,fine,450,5,540,N,condition OK,Y,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T042625Z,RELEASE-2024
acb7c325-f8cb-44aa-8e35-48dd27e4df4c,D03,BARC,BARC.AOS.littoral1,2017-10-31T16:07Z,2018-03-19,BARC.20171031.SCHINDLER.2,,"",,SIMSP3,Y,Simocephalus sp.,"",genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,"","",Diplostraca,Anomopoda,,Daphniidae,,"","",N,1.18,1.18,1.18,,1,coarse,450,5,90,N,"damaged, affecting taxonomy",Y,,Dodson et al 2010,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T042625Z,RELEASE-2024
b0dff72e-5c33-4e35-a15c-45bea3fdf138,D03,BARC,BARC.AOS.littoral1,2017-10-31T16:07Z,2018-03-19,BARC.20171031.SCHINDLER.2,,"",,DIASP10,Y,Diaphanosoma sp.,"",genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,"","",Diplostraca,Ctenopoda,,Sididae,,"","",N,0.3,0.7,0.51,,4,coarse,450,5,360,N,condition OK,Y,,Dodson et al 2010,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T042625Z,RELEASE-2024
2f0647e3-e89b-49cc-9737-5d190c20dedc,D03,BARC,BARC.AOS.littoral2,2017-10-31T16:07Z,2018-03-19,BARC.20171031.SCHINDLER.3,,"",,CHYSP,Y,Chydoridae sp.,"",family,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,"","",Diplostraca,Anomopoda,,Chydoridae,,"","",N,0.25,0.35,0.28,,6,coarse,500,4,750,N,"damaged, affecting taxonomy",Y,,Dodson et al 2010,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T042625Z,RELEASE-2024
5ee64552-1f17-48f7-a442-02bef87a8e83,D03,BARC,BARC.AOS.littoral1,2017-10-31T16:07Z,2018-03-19,BARC.20171031.SCHINDLER.2,,"",,MONSP8,Y,Monostyla sp.,"",genus,Rotifera,"",Monogonta,,Monogononta,"",Pseudotrocha,Ploima,"",,Lecanidae,,"","",N,0.1,0.1,0.1,,1,fine,450,5,90,N,condition OK,Y,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T042625Z,RELEASE-2024
162c879b-179f-464e-a610-d6cb576cc76b,D03,BARC,BARC.AOS.buoy.c0,2017-10-31T16:07Z,2018-03-19,BARC.20171031.TOWNET.1,,"",,MACSP4,Y,Macrothricidae sp.,"",family,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,"","",Diplostraca,Anomopoda,,Macrothricidae,,"","",N,0.28,0.28,0.28,,1,coarse,400,1,800,N,"damaged, affecting taxonomy",Y,,Dodson et al 2010,Y,EcoAnalysts Inc.,,M. Hill,,,,20231227T042625Z,RELEASE-2024
abec1ffc-2d05-4887-95e3-cefb52f1d641,D03,BARC,BARC.AOS.buoy.c0,2017-10-31T16:07Z,2018-03-19,BARC.20171031.TOWNET.1,,"",,MONSP9,Y,Monommata sp.,"",genus,Rotifera,"",Monogonta,,Monogononta,"",Pseudotrocha,Ploima,"",,Notommatidae,,"","",N,0.13,0.13,0.13,,1,fine,400,1,800,N,condition OK,Y,,Stemberger 1979,Y,EcoAnalysts Inc.,,M. Hill,,,,20231227T042625Z,RELEASE-2024
1f1695f7-497e-47e3-92f4-1ca192477e47,D03,BARC,BARC.AOS.littoral2,2017-10-31T16:07Z,2018-03-19,BARC.20171031.SCHINDLER.3,,"",,KERTAU,Y,Keratella taurocephala,"",species,Rotifera,"",Monogonta,,Monogononta,"",Pseudotrocha,Ploima,"",,Brachionidae,,"","",N,0.18,0.18,0.18,,1,fine,500,4,125,N,condition OK,Y,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T042625Z,RELEASE-2024
0828ef59-e885-4e30-aa29-e3a700d6898a,D03,BARC,BARC.AOS.littoral1,2017-10-31T16:07Z,2018-03-19,BARC.20171031.SCHINDLER.2,,"",,GASSTY,Y,Gastropus stylifer,"",species,Rotifera,"",Monogonta,,Monogononta,"",Pseudotrocha,Ploima,"",,Gastropodidae,,"","",N,0.08,0.08,0.08,,38,fine,450,5,3420,N,condition OK,Y,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T042625Z,RELEASE-2024
d98b2069-4684-451a-8951-8e7cb31aba29,D03,BARC,BARC.AOS.littoral2,2017-10-31T16:07Z,2018-03-19,BARC.20171031.SCHINDLER.3,,"",,CALSP1,Y,Calanoida sp.,Calanoida - copepodites,order,Arthropoda,Crustacea,Maxillopoda,,Copepoda,Neocopepoda,Gymnoplea,Calanoida,"",,"",,"","",N,0.33,0.78,0.6,,13,coarse,500,4,1625,N,condition OK,Y,,"Reid and Williamson, 2010",N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T042625Z,RELEASE-2024
0b152bda-26cd-4db5-af49-cd6384d8d738,D03,BARC,BARC.AOS.buoy.c0,2017-10-31T16:07Z,2018-03-19,BARC.20171031.TOWNET.1,,"",,EUBTUB,Y,Eubosmina tubicen,"",species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,"","",Diplostraca,Anomopoda,,Bosminidae,,Neobosmina,"",N,0.4,0.4,0.4,,1,coarse,400,1,800,N,condition OK,Y,,Dodson et al 2010,Y,EcoAnalysts Inc.,,M. Hill,,,,20231227T042625Z,RELEASE-2024
9a9d99ef-1e43-41bc-a370-5db34ee838d3,D03,BARC,BARC.AOS.littoral2,2017-10-31T16:07Z,2018-03-19,BARC.20171031.SCHINDLER.3,,"",,MONSP9,Y,Monommata sp.,"",genus,Rotifera,"",Monogonta,,Monogononta,"",Pseudotrocha,Ploima,"",,Notommatidae,,"","",N,0.13,0.13,0.13,,3,fine,500,4,375,N,condition OK,Y,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T042625Z,RELEASE-2024
92514802-b4df-4561-a3eb-077c9855960b,D03,BARC,BARC.AOS.littoral2,2017-10-31T16:07Z,2018-03-19,BARC.20171031.SCHINDLER.3,,"",,DIASP10,Y,Diaphanosoma sp.,"",genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,"","",Diplostraca,Ctenopoda,,Sididae,,"","",N,0.38,0.38,0.38,,1,coarse,500,4,125,N,condition OK,Y,,Dodson et al 2010,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T042625Z,RELEASE-2024
d8d2b01b-9719-4e3f-92d9-862b9976a348,D03,BARC,BARC.AOS.littoral1,2017-10-31T16:07Z,2018-03-19,BARC.20171031.SCHINDLER.2,,"",,NOTSP4,Y,Notommatidae sp.,"",family,Rotifera,"",Monogonta,,Monogononta,"",Pseudotrocha,Ploima,"",,Notommatidae,,"","",N,0.15,0.23,0.19,,2,fine,450,5,180,N,"damaged, affecting taxonomy",Y,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T042625Z,RELEASE-2024
2032dc46-9832-4664-9766-a1123e7c718c,D03,BARC,BARC.AOS.buoy.c0,2017-10-31T16:07Z,2018-03-19,BARC.20171031.TOWNET.1,,"",,DIASP10,Y,Diaphanosoma sp.,"",genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,"","",Diplostraca,Ctenopoda,,Sididae,,"","",N,0.3,0.8,0.49,,17,coarse,400,1,13600,N,condition OK,Y,,Dodson et al 2010,Y,EcoAnalysts Inc.,,M. Hill,,,,20231227T042625Z,RELEASE-2024
0842f160-b490-41a8-afe6-715545264cbb,D03,BARC,BARC.AOS.buoy.c0,2017-10-31T16:07Z,2018-03-19,BARC.20171031.TOWNET.1,,"",,CONSP8,Y,Conochiloides sp.,"",genus,Rotifera,"",Monogonta,,Monogononta,"",Gnesiotrocha,Flosculariaceae,"",,Conochilidae,,"","",N,0.1,0.1,0.1,0.08,16,fine,400,1,12800,N,condition OK,Y,,Stemberger 1979,Y,EcoAnalysts Inc.,,M. Hill,,,,20231227T042625Z,RELEASE-2024
878b987c-2a2b-4a23-b6f3-b02e28d5f993,D03,BARC,BARC.AOS.littoral1,2017-10-31T16:07Z,2018-03-19,BARC.20171031.SCHINDLER.2,,"",,KERGRA,Y,Keratella gracilenta,"",species,Rotifera,"",Monogonta,,Monogononta,"",Pseudotrocha,Ploima,"",,Brachionidae,,"","",N,0.15,0.18,0.17,,43,fine,450,5,3870,N,condition OK,Y,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T042625Z,RELEASE-2024
64715fb8-f7dc-4c58-b702-ff3ab1694ac3,D03,BARC,BARC.AOS.buoy.c0,2017-10-31T16:07Z,2018-03-19,BARC.20171031.TOWNET.1,,"",,TRISP31,Y,Trichocerca sp.,"",genus,Rotifera,"",Monogonta,,Monogononta,"",Pseudotrocha,Ploima,"",,Trichocercidae,,"","",N,0.13,0.13,0.13,0.05,1,fine,400,1,800,N,"damaged, affecting taxonomy",Y,,Stemberger 1979,Y,EcoAnalysts Inc.,,M. Hill,,,,20231227T042625Z,RELEASE-2024
b24f87ad-66bf-4a74-a9dd-546b576164af,D03,BARC,BARC.AOS.littoral2,2017-10-31T16:07Z,2018-03-19,BARC.20171031.SCHINDLER.3,,"",,EUBTUB,Y,Eubosmina tubicen,"",species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,"","",Diplostraca,Anomopoda,,Bosminidae,,Neobosmina,"",N,0.23,0.38,0.32,,22,coarse,500,4,2750,N,condition OK,Y,,Dodson et al 2010,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T042625Z,RELEASE-2024
46e2952a-1d8c-4b14-afc2-3c3617025749,D03,BARC,BARC.AOS.littoral1,2017-10-31T16:07Z,2018-03-19,BARC.20171031.SCHINDLER.2,,"",,ILYSP5,Y,Ilyocryptus sp.,"",genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,"","",Diplostraca,Anomopoda,,Ilyocryptidae,,"","",N,0.4,0.45,0.43,,2,coarse,450,5,180,N,condition OK,Y,,Dodson et al 2010,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T042625Z,RELEASE-2024
20b561c8-1610-4a49-b55e-3afe41ae4896,D03,BARC,BARC.AOS.littoral1,2017-10-31T16:07Z,2018-03-19,BARC.20171031.SCHINDLER.2,,BARC.20171031.SCHINDLER.2_CEPHALODELLA SP,,CEPSP5,Y,Cephalodella sp.,"",genus,Rotifera,"",Monogonta,,Monogononta,"",Pseudotrocha,Ploima,"",,Notommatidae,,"","",N,0.13,0.13,0.13,,1,fine,450,5,90,N,condition OK,Y,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T042625Z,RELEASE-2024
5ab15b6c-af4a-4681-9484-fe8dbeffaf65,D03,BARC,BARC.AOS.littoral1,2017-10-31T16:07Z,2018-03-19,BARC.20171031.SCHINDLER.2,,"",,TRISIM,Y,Trichocerca similis,"",species,Rotifera,"",Monogonta,,Monogononta,"",Pseudotrocha,Ploima,"",,Trichocercidae,,"","",N,0.13,0.13,0.13,0.08,6,fine,450,5,540,N,condition OK,Y,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T042625Z,RELEASE-2024
c3217e18-2c42-4a95-b580-0258f111c646,D03,BARC,BARC.AOS.buoy.c0,2017-10-31T16:07Z,2018-03-19,BARC.20171031.TOWNET.1,,"",,KERGRA,Y,Keratella gracilenta,"",species,Rotifera,"",Monogonta,,Monogononta,"",Pseudotrocha,Ploima,"",,Brachionidae,,"","",N,0.15,0.18,0.17,,84,fine,400,1,67200,N,condition OK,Y,,Stemberger 1979,Y,EcoAnalysts Inc.,,M. Hill,,,,20231227T042625Z,RELEASE-2024
dd90f742-0e60-4c3b-9ee0-70b89672331f,D03,BARC,BARC.AOS.littoral2,2017-10-31T16:07Z,2018-03-19,BARC.20171031.SCHINDLER.3,,"",,SKIMIS,Y,Skistodiaptomus mississippiensis,"",species,Arthropoda,Crustacea,Maxillopoda,,Copepoda,Neocopepoda,Gymnoplea,Calanoida,"",,Diaptomidae,,"","",N,0.83,0.95,0.89,,7,coarse,500,4,875,N,condition OK,Y,,"Reid and Williamson, 2010",N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T042625Z,RELEASE-2024
81a8b26e-11e1-4307-a45d-2115647a6031,D03,BARC,BARC.AOS.littoral2,2017-10-31T16:07Z,2018-03-19,BARC.20171031.SCHINDLER.3,,"",,CONUNI,Y,Conochilus unicornis,"",species,Rotifera,"",Monogonta,,Monogononta,"",Gnesiotrocha,Flosculariaceae,"",,Conochilidae,,"","",N,0.08,0.08,0.08,0.05,7,fine,500,4,875,N,condition OK,Y,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T042625Z,RELEASE-2024
a56cfc48-8ff0-4b9f-a0a0-1521a25303f9,D03,BARC,BARC.AOS.buoy.c0,2017-10-31T16:07Z,2018-03-19,BARC.20171031.TOWNET.1,,"",,GASSTY,Y,Gastropus stylifer,"",species,Rotifera,"",Monogonta,,Monogononta,"",Pseudotrocha,Ploima,"",,Gastropodidae,,"","",N,0.08,0.08,0.08,,19,fine,400,1,15200,N,condition OK,Y,,Stemberger 1979,Y,EcoAnalysts Inc.,,M. Hill,,,,20231227T042625Z,RELEASE-2024
f86fe97b-e831-4690-bbac-e23313f73291,D03,BARC,BARC.AOS.littoral2,2017-10-31T16:07Z,2018-03-19,BARC.20171031.SCHINDLER.3,,"",,TRISP31,Y,Trichocerca sp.,"",genus,Rotifera,"",Monogonta,,Monogononta,"",Pseudotrocha,Ploima,"",,Trichocercidae,,"","",N,0.13,0.13,0.13,0.05,1,fine,500,4,125,N,"damaged, affecting taxonomy",Y,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T042625Z,RELEASE-2024
7248b9b1-58fd-42bb-8857-a8702803fbf7,D03,BARC,BARC.AOS.littoral1,2017-10-31T16:07Z,2018-03-19,BARC.20171031.SCHINDLER.2,,"",,CHYSPH,Y,Chydorus sphaericus,"",species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,"","",Diplostraca,Anomopoda,,Chydoridae,,"","",N,0.23,0.23,0.23,,1,coarse,450,5,90,N,condition OK,Y,,Dodson et al 2010,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T042625Z,RELEASE-2024
18f7ea89-cd3c-4f40-be7a-90a96e45e4ef,D03,BARC,BARC.AOS.littoral2,2018-02-14T15:41Z,2018-04-23,BARC.20180214.SCHINDLER.3,,"",,MONSP9,Y,Monommata sp.,"",genus,Rotifera,"",Monogonta,,Monogononta,"",Pseudotrocha,Ploima,"",,Notommatidae,,"","",N,0.13,0.13,0.13,,1,fine,430,4,108,N,condition OK,Y,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231228T203014Z,RELEASE-2024
b4014c6c-9f1a-4b99-ab0f-8fdee6c844ce,D03,BARC,BARC.AOS.littoral2,2018-02-14T15:41Z,2018-04-23,BARC.20180214.SCHINDLER.3,,"",,ASCECA,Y,Ascomorpha ecaudis,"",species,Rotifera,"",Monogonta,,Monogononta,"",Pseudotrocha,Ploima,"",,Gastropodidae,,"","",N,0.13,0.13,0.13,,1,fine,430,4,108,N,condition OK,Y,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231228T203014Z,RELEASE-2024
4e1352d5-dbc4-4899-9727-30e2ebc40769,D03,BARC,BARC.AOS.buoy.c0,2018-02-14T15:41Z,2018-04-23,BARC.20180214.TOWNET.1,,"",,EUBTUB,Y,Eubosmina tubicen,"",species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,"","",Diplostraca,Anomopoda,,Bosminidae,,Neobosmina,"",N,0.28,0.53,0.38,,5,coarse,350,1,3500,N,condition OK,Y,,Dodson et al 2010,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231228T203014Z,RELEASE-2024
faef1903-022f-471d-bf50-c882b9131cc3,D03,BARC,BARC.AOS.littoral1,2018-02-14T15:41Z,2018-04-23,BARC.20180214.SCHINDLER.2,,"",,ALOSP2,Y,Alona sp.,"",genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,"","",Diplostraca,Anomopoda,,Chydoridae,,"","",N,0.2,0.23,0.21,,2,coarse,350,2,350,N,condition OK,Y,,Dodson et al 2010,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231228T203014Z,RELEASE-2024
a224c6d1-a158-45ce-a164-95279600bc8c,D03,BARC,BARC.AOS.littoral2,2018-02-14T15:41Z,2018-04-23,BARC.20180214.SCHINDLER.3,,"",,TROPRA1,Y,Tropocyclops prasinus mexicanus,"",subspecies,Arthropoda,Crustacea,Maxillopoda,,Copepoda,Neocopepoda,Podoplea,Cyclopoida,"",,Cyclopidae,,"",mexicanus,N,0.45,0.55,0.5,,13,coarse,430,4,1398,N,condition OK,Y,,"Reid and Williamson, 2010",N,EcoAnalysts Inc.,,K. Schnake,"",,,20231228T203014Z,RELEASE-2024
0da1ed03-2a7e-44ac-934e-ef6284071908,D03,BARC,BARC.AOS.littoral2,2018-02-14T15:41Z,2018-04-23,BARC.20180214.SCHINDLER.3,,"",,MONSP8,Y,Monostyla sp.,"",genus,Rotifera,"",Monogonta,,Monogononta,"",Pseudotrocha,Ploima,"",,Lecanidae,,"","",N,0.1,0.1,0.1,,5,fine,430,4,538,N,condition OK,Y,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231228T203014Z,RELEASE-2024
b30bff2f-2a41-489a-b40a-ce3d4d346b7a,D03,BARC,BARC.AOS.littoral1,2018-02-14T15:41Z,2018-04-23,BARC.20180214.SCHINDLER.2,,"",,DIASP10,Y,Diaphanosoma sp.,"",genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,"","",Diplostraca,Ctenopoda,,Sididae,,"","",N,0.3,0.3,0.3,,1,coarse,350,2,175,N,condition OK,Y,,Dodson et al 2010,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231228T203014Z,RELEASE-2024
54114b47-9aa6-435e-ab16-c2f672a0338f,D03,BARC,BARC.AOS.littoral1,2018-02-14T15:41Z,2018-04-23,BARC.20180214.SCHINDLER.2,,"",,KERTAU,Y,Keratella taurocephala,"",species,Rotifera,"",Monogonta,,Monogononta,"",Pseudotrocha,Ploima,"",,Brachionidae,,"","",N,0.15,0.18,0.17,,95,fine,350,2,16625,N,condition OK,Y,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231228T203014Z,RELEASE-2024
12e9b0b1-bab3-426f-9164-a4da0a8f0bbf,D03,BARC,BARC.AOS.littoral2,2018-02-14T15:41Z,2018-04-23,BARC.20180214.SCHINDLER.3,,"",,KERGRA,Y,Keratella gracilenta,"",species,Rotifera,"",Monogonta,,Monogononta,"",Pseudotrocha,Ploima,"",,Brachionidae,,"","",N,0.15,0.18,0.16,,4,fine,430,4,430,N,condition OK,Y,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231228T203014Z,RELEASE-2024
6d381962-cc0c-48d5-ade8-6b40ecea52de,D03,BARC,BARC.AOS.littoral2,2018-02-14T15:41Z,2018-04-23,BARC.20180214.SCHINDLER.3,,"",,EUBTUB,Y,Eubosmina tubicen,"",species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,"","",Diplostraca,Anomopoda,,Bosminidae,,Neobosmina,"",N,0.33,0.5,0.39,,13,coarse,430,4,1398,N,condition OK,Y,,Dodson et al 2010,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231228T203014Z,RELEASE-2024
4ece3b63-9f0c-446e-a411-ce44037f4d71,D03,BARC,BARC.AOS.littoral2,2018-02-14T15:41Z,2018-04-23,BARC.20180214.SCHINDLER.3,,"",,SKIMIS,Y,Skistodiaptomus mississippiensis,"",species,Arthropoda,Crustacea,Maxillopoda,,Copepoda,Neocopepoda,Gymnoplea,Calanoida,"",,Diaptomidae,,"","",N,0.95,0.95,0.95,,1,coarse,430,4,108,N,condition OK,Y,,"Reid and Williamson, 2010",N,EcoAnalysts Inc.,,K. Schnake,"",,,20231228T203014Z,RELEASE-2024
e00bb3a5-aea3-4aa0-9fa9-6bdd1df88422,D03,BARC,BARC.AOS.littoral1,2018-02-14T15:41Z,2018-04-23,BARC.20180214.SCHINDLER.2,,"",,TESSP2,Y,Testudinella sp.,"",genus,Rotifera,"",Monogonta,,Monogononta,"",Gnesiotrocha,Flosculariaceae,"",,Testudinellidae,,"","",N,0.15,0.15,0.15,,1,fine,350,2,175,N,condition OK,Y,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231228T203014Z,RELEASE-2024
d5fd3215-e81f-4c92-aee3-7666ef9698b1,D03,BARC,BARC.AOS.littoral1,2018-02-14T15:41Z,2018-04-23,BARC.20180214.SCHINDLER.2,,"",,LECSP1,Y,Lecane sp.,"",genus,Rotifera,"",Monogonta,,Monogononta,"",Pseudotrocha,Ploima,"",,Lecanidae,,"","",N,0.18,0.18,0.18,,1,fine,350,2,175,N,"damaged, affecting taxonomy",Y,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231228T203014Z,RELEASE-2024
210c1e80-dafa-45da-a0d9-3e1af5643363,D03,BARC,BARC.AOS.littoral1,2018-02-14T15:41Z,2018-04-23,BARC.20180214.SCHINDLER.2,,"",,CALSP1,Y,Calanoida sp.,Calanoida - copepodites,order,Arthropoda,Crustacea,Maxillopoda,,Copepoda,Neocopepoda,Gymnoplea,Calanoida,"",,"",,"","",N,0.33,0.88,0.64,,14,coarse,350,2,2450,N,condition OK,Y,,"Reid and Williamson, 2010",N,EcoAnalysts Inc.,,K. Schnake,"",,,20231228T203014Z,RELEASE-2024
8bf1343c-6f51-47d4-bbb5-9fa785b881ce,D03,BARC,BARC.AOS.littoral2,2018-02-14T15:41Z,2018-04-23,BARC.20180214.SCHINDLER.3,,"",,MONLUN,Y,Monostyla lunaris,"",species,Rotifera,"",Monogonta,,Monogononta,"",Pseudotrocha,Ploima,"",,Lecanidae,,"","",N,0.08,0.1,0.08,,4,fine,430,4,430,N,condition OK,Y,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231228T203014Z,RELEASE-2024
dd5d6edf-9851-41fb-87f2-607c4c053555,D03,BARC,BARC.AOS.buoy.c0,2018-02-14T15:41Z,2018-04-23,BARC.20180214.TOWNET.1,,"",,COPSP,Y,Copepoda sp.,"",subclass,Arthropoda,Crustacea,Maxillopoda,,Copepoda,"","","","",,"",,"","",Y,0.08,0.23,0.14,,282,coarse,350,1,197400,N,condition OK,Y,,"Reid and Williamson, 2010",N,EcoAnalysts Inc.,,K. Schnake,"",,,20231228T203014Z,RELEASE-2024
ca109184-97f3-42e3-8d68-dc481c8a7d8b,D03,BARC,BARC.AOS.buoy.c0,2018-02-14T15:41Z,2018-04-23,BARC.20180214.TOWNET.1,,"",,ARCFLO,Y,Arctodiaptomus floridanus,"",species,Arthropoda,Crustacea,Maxillopoda,,Copepoda,Neocopepoda,Gymnoplea,Calanoida,"",,Diaptomidae,,"","",N,0.95,1.2,1.05,,11,coarse,350,1,7700,N,condition OK,Y,,"Reid and Williamson, 2010",N,EcoAnalysts Inc.,,K. Schnake,"",,,20231228T203014Z,RELEASE-2024
d59b56c1-a598-41aa-a298-7979811b2631,D03,BARC,BARC.AOS.littoral2,2018-02-14T15:41Z,2018-04-23,BARC.20180214.SCHINDLER.3,,BARC.20180214.SCHINDLER-PATALAS.2_ACARI,,ACASP1,Y,Acari sp.,"",subclass,Arthropoda,Chelicerata,Arachnida,,Acari,"","","","",,"",,"","",N,0.23,0.4,0.33,,6,coarse,430,4,645,N,condition OK,Y,,Thorp and Covich 2001,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231228T203014Z,RELEASE-2024
7e661f0d-4c5f-4159-989d-b0800f14d325,D03,BARC,BARC.AOS.littoral2,2018-02-14T15:41Z,2018-04-23,BARC.20180214.SCHINDLER.3,,"",,MACSP4,Y,Macrothricidae sp.,"",family,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,"","",Diplostraca,Anomopoda,,Macrothricidae,,"","",N,0.65,0.65,0.65,,1,coarse,430,4,108,N,condition OK,Y,,Dodson et al 2010,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231228T203014Z,RELEASE-2024
d9497800-6a99-4aa0-ba33-293cb2a3826c,D03,BARC,BARC.AOS.littoral2,2018-02-14T15:41Z,2018-04-23,BARC.20180214.SCHINDLER.3,,"",,CONSP8,Y,Conochiloides sp.,"",genus,Rotifera,"",Monogonta,,Monogononta,"",Gnesiotrocha,Flosculariaceae,"",,Conochilidae,,"","",N,0.1,0.1,0.1,0.08,2,fine,430,4,215,N,condition OK,Y,,Stemberger 1979,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231228T203014Z,RELEASE-2024
44e5b86f-5fae-4338-9aab-bc4574024262,D03,BARC,BARC.AOS.littoral2,2018-02-14T15:41Z,2018-04-23,BARC.20180214.SCHINDLER.3,,"",,CHYSP,Y,Chydoridae sp.,"",family,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,"","",Diplostraca,Anomopoda,,Chydoridae,,"","",N,0.2,0.33,0.24,,4,coarse,430,4,430,N,"damaged, affecting taxonomy",Y,,Dodson et al 2010,N,EcoAnalysts Inc.,,K. Schnake,"",,,20231228T203014Z,RELEASE-2024
7b68b2af-5876-4493-ac21-6cdae46ffc92,D03,BARC,BARC.AOS.buoy.c0,2018-02-14T15:41Z,2018-04-23,BARC.20180214.TOWNET.1,,"",,CYCSP,Y,Cyclopoida sp.,Cyclopoida - copepodites,order,Arthropoda,Crustacea,Maxillopoda,,Copepoda,Neocopepoda,Podoplea,Cyclopoida,"",,"",,"","",N,0.4,0.95,0.57,,22,coarse,350,1,15400,N,condition OK,Y,,"Reid and Williamson, 2010",N,EcoAnalysts Inc.,,K. Schnake,"",,,20231228T203014Z,RELEASE-2024
44b1abac-202c-4232-9a3d-afd1ca2218da,D03,BARC,BARC.AOS.littoral2,2018-02-14T15:41Z,2018-04-23,BARC.20180214.SCHINDLER.3,,"",,COPSP,Y,Copepoda sp.,"",subclass,Arthropoda,Crustacea,Maxillopoda,,Copepoda,"","","","",,"",,"","",Y,0.08,0.2,0.14,,109,coarse,430,4,11718,N,condition OK,Y,,"Reid and Williamson, 2010",N,EcoAnalysts Inc.,,K. Schnake,"",,,20231228T203014Z,RELEASE-2024
