uid,domainID,siteID,namedLocation,decimalLatitude,decimalLongitude,coordinateUncertainty,additionalCoordUncertainty,geodeticDatum,elevation,elevationUncertainty,aquaticSiteType,startDate,collectDate,eventID,boutNumber,sampleID,sampleCode,sampleCondition,samplingProtocolVersion,samplingImpractical,biophysicalCriteria,affectedByWind,samplerType,sampleNumber,towsTrapsNumber,towsTrapsVolume,zooDepth1,zooDepth2,zooDepth3,remarks,recordedBy,collectedBy,dataQF,publicationDate,release
dca82bc7-9ab8-4f04-abbf-fa355e3346d8,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,WGS84,30,10,lake,2020-10-28T14:02Z,2020-10-28T14:02Z,SUGG.20201028,3,SUGG.20201028.SCHINDLER.1,A00000131698,,NEON.DOC.001194vD,,OK - no known exceptions,N,Schindler-Patalas,1,2,24,0.5,1.5,,,0000-0001-6607-7236,0000-0003-1571-3196,,20231227T224800Z,RELEASE-2024
2bc0f737-ac82-4589-99e0-7ba2cf426d4a,D03,SUGG,SUGG.AOS.littoral1,29.685093,-82.018412,1.1,10,WGS84,30.2,1,lake,2021-02-11T15:20Z,2021-02-11T15:20Z,SUGG.20210211,1,SUGG.20210211.SCHINDLER.2,A00000132235,,NEON.DOC.001194vF,,OK - no known exceptions,N,Schindler-Patalas,2,2,24,0.5,1.2,,,0000-0003-1571-3196,0000-0002-7940-8177,,20231228T000441Z,RELEASE-2024
fc027f2d-d9d6-4bb3-b759-4e4b7ab1d5fe,D03,SUGG,SUGG.AOS.buoy.c1,29.688149,-82.017318,10,10,WGS84,30,10,lake,2021-02-11T15:20Z,2021-02-11T15:20Z,SUGG.20210211,1,SUGG.20210211.SCHINDLER.1,A00000132234,,NEON.DOC.001194vF,,OK - no known exceptions,N,Schindler-Patalas,1,2,24,0.5,1.5,,,0000-0003-1571-3196,0000-0002-7940-8177,,20231228T000441Z,RELEASE-2024
b1364c00-9083-4b81-9e66-c0e15d7e7a08,D03,SUGG,SUGG.AOS.littoral2,29.687601,-82.020598,1.1,10,WGS84,30.3,1,lake,2021-02-11T15:20Z,2021-02-11T15:20Z,SUGG.20210211,1,SUGG.20210211.SCHINDLER.3,A00000132236,,NEON.DOC.001194vF,,OK - no known exceptions,N,Schindler-Patalas,3,2,24,0.5,1.1,,,0000-0003-1571-3196,0000-0002-7940-8177,,20231228T000441Z,RELEASE-2024
d35655bc-fcab-4a99-9876-c7f37decdcd0,D03,SUGG,SUGG.AOS.littoral2,29.687601,-82.020598,1.1,10,WGS84,30.3,1,lake,2021-06-30T13:04Z,2021-06-30T13:04Z,SUGG.20210630,2,SUGG.20210630.SCHINDLER.3,A00000132710,,NEON.DOC.001194vF,,OK - no known exceptions,N,Schindler-Patalas,3,2,24,0.5,1.2,,,0000-0003-1571-3196,0000-0001-9335-3304,,20231228T014913Z,RELEASE-2024
c43aaa09-df31-4615-89a8-31252e3a31a0,D03,SUGG,SUGG.AOS.littoral1,29.685093,-82.018412,1.1,10,WGS84,30.2,1,lake,2021-06-30T13:04Z,2021-06-30T13:04Z,SUGG.20210630,2,SUGG.20210630.SCHINDLER.2,A00000132709,,NEON.DOC.001194vF,,OK - no known exceptions,N,Schindler-Patalas,2,2,24,0.5,1.2,,,0000-0003-1571-3196,0000-0001-9335-3304,,20231228T014913Z,RELEASE-2024
801bd0e1-662d-4f0a-b53c-0da7f66375a3,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,WGS84,30,10,lake,2021-06-30T13:04Z,2021-06-30T13:04Z,SUGG.20210630,2,SUGG.20210630.SCHINDLER.1,A00000132708,,NEON.DOC.001194vF,,OK - no known exceptions,N,Schindler-Patalas,1,2,24,0.5,1.2,,,0000-0003-1571-3196,0000-0001-9335-3304,,20231228T014913Z,RELEASE-2024
9c236255-37ac-4973-8824-0ad5c85325fd,D03,SUGG,SUGG.AOS.littoral2,29.687601,-82.020598,1.1,10,WGS84,30.3,1,lake,2021-11-03T17:51Z,2021-11-03T17:51Z,SUGG.20211103,3,SUGG.20211103.SAMPLINGIMPRACTICAL.3,,,NEON.DOC.001194vJ,logistical,OK - no known exceptions,,,3,,,,,,BioBout 3 not implemented due to FE certified training.,0000-0001-9076-6525,0000-0001-9076-6525,,20231227T233458Z,RELEASE-2024
11beb8ba-16e5-44b1-b69e-66d9989265bd,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,WGS84,30,10,lake,2021-11-03T17:51Z,2021-11-03T17:51Z,SUGG.20211103,3,SUGG.20211103.SAMPLINGIMPRACTICAL.1,,,NEON.DOC.001194vJ,logistical,OK - no known exceptions,,,1,,,,,,BioBout 3 not implemented due to FE certified training.,0000-0001-9076-6525,0000-0001-9076-6525,,20231227T233458Z,RELEASE-2024
a70a0151-fc26-44c0-9c52-2ee5baf3c493,D03,SUGG,SUGG.AOS.littoral1,29.685093,-82.018412,1.1,10,WGS84,30.2,1,lake,2021-11-03T17:51Z,2021-11-03T17:51Z,SUGG.20211103,3,SUGG.20211103.SAMPLINGIMPRACTICAL.2,,,NEON.DOC.001194vJ,logistical,OK - no known exceptions,,,2,,,,,,BioBout 3 not implemented due to FE certified training.,0000-0001-9076-6525,0000-0001-9076-6525,,20231227T233458Z,RELEASE-2024
3a79194f-dc0c-4406-8f49-0f770eaf9c59,D03,SUGG,SUGG.AOS.littoral2,29.687601,-82.020598,1.1,10,WGS84,30.3,1,lake,2022-02-14T16:41Z,2022-02-14T16:41Z,SUGG.20220214,1,SUGG.20220214.SCHINDLER.3,A00000173174,,NEON.DOC.001194vJ,,OK - within bout window,N,Schindler-Patalas,3,2,24,0.5,1.3,,,0000-0002-0425-3262,0000-0001-9076-6525,,20231229T042808Z,PROVISIONAL
b4c3e0f0-f673-4663-bf45-343a50acec55,D03,SUGG,SUGG.AOS.littoral1,29.685093,-82.018412,1.1,10,WGS84,30.2,1,lake,2022-02-14T16:41Z,2022-02-14T16:41Z,SUGG.20220214,1,SUGG.20220214.SCHINDLER.2,A00000173206,,NEON.DOC.001194vJ,,OK - within bout window,N,Schindler-Patalas,2,2,24,0.5,1.3,,,0000-0002-0425-3262,0000-0001-9076-6525,,20231229T042808Z,PROVISIONAL
cf981868-9b6b-47ec-9ab8-5bf2e27d0668,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,WGS84,30,10,lake,2022-02-14T16:41Z,2022-02-14T16:41Z,SUGG.20220214,1,SUGG.20220214.SCHINDLER.1,A00000173205,,NEON.DOC.001194vJ,,OK - within bout window,N,Schindler-Patalas,1,3,36,0.5,1.5,1.8,,0000-0002-0425-3262,0000-0001-9076-6525,,20231229T042808Z,PROVISIONAL
e04f4789-8fb3-4599-8064-9a61954c2b92,D03,SUGG,SUGG.AOS.buoy.c1,29.688149,-82.017318,10,10,WGS84,30,10,lake,2022-07-13T14:19Z,2022-07-13T14:19Z,SUGG.20220713,2,SUGG.20220713.SCHINDLER.1,A00000172846,OK,NEON.DOC.001194vJ,,OK - within bout window,N,Schindler-Patalas,1,2,24,0.5,1.5,,,0000-0002-0425-3262,0000-0001-5871-8742,,20231229T040637Z,PROVISIONAL
051ab0d8-9d4a-4436-a638-e07c2fc06ea1,D03,SUGG,SUGG.AOS.littoral2,29.687601,-82.020598,1.1,10,WGS84,30.3,1,lake,2022-07-13T14:19Z,2022-07-13T14:19Z,SUGG.20220713,2,SUGG.20220713.SCHINDLER.3,A00000172817,OK,NEON.DOC.001194vJ,,OK - within bout window,N,Schindler-Patalas,3,2,24,0.5,1,,,0000-0002-0425-3262,0000-0001-5871-8742,,20231229T040637Z,PROVISIONAL
cb8f289b-52fd-440a-84c6-c614bcc07174,D03,SUGG,SUGG.AOS.littoral1,29.685093,-82.018412,1.1,10,WGS84,30.2,1,lake,2022-07-13T14:19Z,2022-07-13T14:19Z,SUGG.20220713,2,SUGG.20220713.SCHINDLER.2,A00000172847,OK,NEON.DOC.001194vJ,,OK - within bout window,N,Schindler-Patalas,2,2,24,0.5,1.2,,,0000-0002-0425-3262,0000-0001-5871-8742,,20231229T040637Z,PROVISIONAL
a1df6295-8c6d-478b-b117-46a336adaac5,D03,SUGG,SUGG.AOS.littoral1,29.685093,-82.018412,1.1,10,WGS84,30.2,1,lake,2022-10-31T16:06Z,2022-10-31T16:06Z,SUGG.20221031,3,SUGG.20221031.SCHINDLER.2,A00000174739,OK,NEON.DOC.001194vJ,,OK - within bout window,N,Schindler-Patalas,2,2,24,0.5,1.4,,,0000-0002-0425-3262,0000-0001-5871-8742,,20231229T045631Z,PROVISIONAL
6514c636-f2d4-4546-abd0-13fbe0b463cd,D03,SUGG,SUGG.AOS.littoral2,29.687601,-82.020598,1.1,10,WGS84,30.3,1,lake,2022-10-31T16:06Z,2022-10-31T16:06Z,SUGG.20221031,3,SUGG.20221031.SCHINDLER.3,A00000174738,OK,NEON.DOC.001194vJ,,OK - within bout window,N,Schindler-Patalas,3,2,24,0.5,1.3,,,0000-0002-0425-3262,0000-0001-5871-8742,,20231229T045631Z,PROVISIONAL
14796403-8111-4504-a90d-a625f7da9c31,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,WGS84,30,10,lake,2022-10-31T16:06Z,2022-10-31T16:06Z,SUGG.20221031,3,SUGG.20221031.SCHINDLER.1,A00000174743,OK,NEON.DOC.001194vJ,,OK - within bout window,N,Schindler-Patalas,1,3,36,0.5,1.1,1.7,,0000-0002-0425-3262,0000-0001-5871-8742,,20231229T045631Z,PROVISIONAL
39339045-9055-4f48-83fb-c07b6b2d66d1,D03,SUGG,SUGG.AOS.littoral2,29.687601,-82.020598,1.1,10,WGS84,30.3,1,lake,2023-02-08T17:54Z,2023-02-08T17:54Z,SUGG.20230208,1,SUGG.20230208.SCHINDLER.2,A00000176142,OK,NEON.DOC.001194vJ,,OK - within bout window,N,Schindler-Patalas,2,2,24,0.5,1.1,,,0000-0002-0425-3262,0000-0001-5871-8742,,20231229T152352Z,PROVISIONAL
9f45418a-d5b6-455e-813d-73312d2c3b2d,D03,SUGG,SUGG.AOS.littoral1,29.685093,-82.018412,1.1,10,WGS84,30.2,1,lake,2023-02-08T17:54Z,2023-02-08T17:54Z,SUGG.20230208,1,SUGG.20230208.SCHINDLER.3,A00000176141,OK,NEON.DOC.001194vJ,,OK - within bout window,N,Schindler-Patalas,3,2,24,0.5,1.4,,,0000-0002-0425-3262,0000-0001-5871-8742,,20231229T152352Z,PROVISIONAL
39880830-c6ea-4367-abbd-9ffcdc938321,D03,SUGG,SUGG.AOS.buoy.c1,29.688149,-82.017318,10,10,WGS84,30,10,lake,2023-02-08T17:54Z,2023-02-08T17:54Z,SUGG.20230208,1,SUGG.20230208.SCHINDLER.1,A00000176157,OK,NEON.DOC.001194vJ,,OK - within bout window,N,Schindler-Patalas,1,3,36,0.5,1.1,1.7,,0000-0002-0425-3262,0000-0001-5871-8742,,20231229T152352Z,PROVISIONAL
597feef2-aa65-4502-8098-de3fc1324138,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,WGS84,30,10,lake,2023-06-29T16:46Z,2023-06-29T16:46Z,SUGG.20230629,2,SUGG.20230629.SCHINDLER.3,A00000176295,OK,NEON.DOC.001194vJ,,OK - within bout window,N,Schindler-Patalas,3,3,36,0.5,1.2,1.9,,0009-0002-5194-7475,0000-0001-5871-8742,,20231229T160822Z,PROVISIONAL
ba99329f-efd6-417e-a3bf-1b8eba1f259d,D03,SUGG,SUGG.AOS.littoral2,29.687601,-82.020598,1.1,10,WGS84,30.3,1,lake,2023-06-29T16:46Z,2023-06-29T16:46Z,SUGG.20230629,2,SUGG.20230629.SCHINDLER.2,A00000178725,OK,NEON.DOC.001194vJ,,OK - within bout window,N,Schindler-Patalas,2,2,24,1.3,0.5,,,0009-0002-5194-7475,0000-0001-5871-8742,,20231229T160822Z,PROVISIONAL
a0a2c5e7-35b2-47b8-9424-e6e21272e2be,D03,SUGG,SUGG.AOS.littoral1,29.685093,-82.018412,1.1,10,WGS84,30.2,1,lake,2023-06-29T16:46Z,2023-06-29T16:46Z,SUGG.20230629,2,SUGG.20230629.SCHINDLER.1,A00000178721,OK,NEON.DOC.001194vJ,,OK - within bout window,N,Schindler-Patalas,1,2,24,1.4,0.5,,,0009-0002-5194-7475,0000-0001-5871-8742,,20231229T160822Z,PROVISIONAL
fa3fc717-d873-4f50-813e-1a0ed9ad7d35,D03,SUGG,SUGG.AOS.littoral1,29.685093,-82.018412,1.1,10,WGS84,30.2,1,lake,2023-10-31T15:42Z,2023-10-31T15:42Z,SUGG.20231031,3,SUGG.20231031.SCHINDLER.1,A00000179595,OK,NEON.DOC.001194vK,,OK - within bout window,N,Schindler-Patalas,1,2,24,0.5,1.4,,"",0000-0001-5871-8742,0000-0002-0425-3262,,20231229T170243Z,PROVISIONAL
96ed9a49-7fa6-4b9b-a52d-3c2d544c628f,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,WGS84,30,10,lake,2023-10-31T15:42Z,2023-10-31T15:42Z,SUGG.20231031,3,SUGG.20231031.SCHINDLER.3,A00000179612,OK,NEON.DOC.001194vK,,OK - within bout window,N,Schindler-Patalas,3,3,36,0.5,1.2,1.8,Secchi measurement and YSI profile were not collected on this date as per the protocol. The result of stratification = 'no' was based on temperature chain profiling from the past month which shows no significant thermal stratification but YSI profile should have been collected on this date instead. Secchi and depth profile measurements were made on 11/2/2023 at the site two days after sampling with a result of no stratification.,0000-0001-5871-8742,0000-0002-0425-3262,,20231229T170243Z,PROVISIONAL
48414181-3ad4-4be7-9a78-4be9999a8c87,D03,SUGG,SUGG.AOS.littoral2,29.687601,-82.020598,1.1,10,WGS84,30.3,1,lake,2023-10-31T15:42Z,2023-10-31T15:42Z,SUGG.20231031,3,SUGG.20231031.SCHINDLER.2,A00000179596,OK,NEON.DOC.001194vK,,OK - within bout window,N,Schindler-Patalas,2,2,24,0.5,1.2,,"",0000-0001-5871-8742,0000-0002-0425-3262,,20231229T170243Z,PROVISIONAL
527a1c46-9272-436b-8db1-04e45becd5a1,D05,CRAM,CRAM.AOS.littoral1,46.207952,-89.476193,1.1,10,WGS84,512.5,1,lake,2015-05-13T17:00Z,2015-05-13T17:00Z,CRAM.20150513,1,CRAM.20150513.SCHINDLERPATALAS.2,,,NEON.DOC.001194vD,,,,Schindler-Patalas,2,2,24,0.5,0.5,,"14.4 degree C, 15.4 uS/cm, 98% DO",cslemmons@neoninc.org,jhudson@neoninc.org,legacyData,20231226T233946Z,RELEASE-2024
507c04ac-7e89-4fee-94ed-a5e95c153e3e,D05,CRAM,CRAM.AOS.littoral2,46.211995,-89.47446,1.1,10,WGS84,512.5,1,lake,2015-05-13T17:00Z,2015-05-13T17:00Z,CRAM.20150513,1,CRAM.20150513.SCHINDLERPATALAS.1,,,NEON.DOC.001194vD,,,,Schindler-Patalas,1,2,24,0.5,0.5,,"5.1 foot total depth, 13.7 degree C, 15.1 uS/cm, 90% DO",cslemmons@neoninc.org,jhudson@neoninc.org,legacyData,20231226T233946Z,RELEASE-2024
97828a99-4b56-45fb-9415-d6f460d1af9e,D05,CRAM,CRAM.AOS.buoy.c0,46.210592,-89.476861,10,10,WGS84,509,10,lake,2015-07-13T17:00Z,2015-07-13T17:00Z,CRAM.20150713,2,CRAM.20150713.TOWNET.3,,,NEON.DOC.001194vD,,,,tow net,3,1,1971,13.5,13.5,,,jhudson@neoninc.org,radams@neoninc.org,legacyData,20231226T234941Z,RELEASE-2024
65309681-7f86-49e6-a0ed-07fc39c03fa5,D05,CRAM,CRAM.AOS.littoral2,46.211995,-89.47446,1.1,10,WGS84,512.5,1,lake,2015-07-13T17:00Z,2015-07-13T17:00Z,CRAM.20150713,2,CRAM.20150713.SCHINDLERPATALAS.1,,,NEON.DOC.001194vD,,,,Schindler-Patalas,1,2,24,0.5,0.5,,,jhudson@neoninc.org,radams@neoninc.org,legacyData,20231226T234941Z,RELEASE-2024
c711a51e-e5b3-45b1-ac4e-e92abff2311d,D05,CRAM,CRAM.AOS.littoral1,46.207952,-89.476193,1.1,10,WGS84,512.5,1,lake,2015-07-13T17:00Z,2015-07-13T17:00Z,CRAM.20150713,2,CRAM.20150713.SCHINDLERPATALAS.2,,,NEON.DOC.001194vD,,,,Schindler-Patalas,2,2,24,0.5,0.6,,,jhudson@neoninc.org,radams@neoninc.org,legacyData,20231226T234941Z,RELEASE-2024
88eb8217-3724-41c9-825b-5bccb91aabd6,D05,CRAM,CRAM.AOS.littoral2,46.211995,-89.47446,1.1,10,WGS84,512.5,1,lake,2015-09-14T17:00Z,2015-09-14T17:00Z,CRAM.20150914,3,CRAM.20150914.SCHINDLERPATALAS.1,,,NEON.DOC.001194vD,,,,Schindler-Patalas,1,2,24,0.5,0.5,,"19.2 degrees C. 10.9 uS/cm, 8.4 mg/L, 96% DO",bcook@field-ops.org,jhudson@neoninc.org,legacyData,20231227T000313Z,RELEASE-2024
59a1bdf4-1acd-4718-bbfa-b765f704e09c,D05,CRAM,CRAM.AOS.buoy.c0,46.210592,-89.476861,10,10,WGS84,509,10,lake,2015-09-14T17:00Z,2015-09-14T17:00Z,CRAM.20150914,3,CRAM.20150914.TOWNET.3,,,NEON.DOC.001194vD,,,,tow net,3,1,1752,12,12,,"",bcook@field-ops.org,jhudson@neoninc.org,legacyData,20231227T000313Z,RELEASE-2024
40a52443-a2f9-43b8-b01b-6bcc1cc87c88,D05,CRAM,CRAM.AOS.littoral1,46.207952,-89.476193,1.1,10,WGS84,512.5,1,lake,2015-09-14T17:00Z,2015-09-14T17:00Z,CRAM.20150914,3,CRAM.20150914.SCHINDLERPATALAS.2,,,NEON.DOC.001194vD,,,,Schindler-Patalas,2,2,24,0.5,0.5,,"19.9 degrees C, 14.1 uS/cm, 8.7 mg/L, 100% DO",bcook@field-ops.org,jhudson@neoninc.org,legacyData,20231227T000313Z,RELEASE-2024
d8478f61-9d80-484c-afa5-095eba48fc5d,D05,CRAM,CRAM.AOS.littoral2,46.211995,-89.47446,1.1,10,WGS84,512.5,1,lake,2016-04-29T17:00Z,2016-04-29T17:00Z,CRAM.20160429,1,CRAM.20160429.SCHINDLERPATALAS.1,,,NEON.DOC.001194vE,,,,Schindler-Patalas,1,2,24,0.5,0.5,,,ekrulc@field-ops.org,jhudson@neoninc.org,legacyData,20231227T015923Z,RELEASE-2024
486a363b-f825-4580-8286-c9abaab09038,D05,CRAM,CRAM.AOS.buoy.c0,46.210592,-89.476861,10,10,WGS84,509,10,lake,2016-04-29T17:00Z,2016-04-29T17:00Z,CRAM.20160429,1,CRAM.20160429.TOWNET.3,,,NEON.DOC.001194vE,,,,tow net,3,2,1095,15,,,,ekrulc@field-ops.org,jhudson@neoninc.org,legacyData,20231227T015923Z,RELEASE-2024
80e3a6d6-bc61-4249-9e36-f1156b95369e,D05,CRAM,CRAM.AOS.littoral1,46.207952,-89.476193,1.1,10,WGS84,512.5,1,lake,2016-04-29T17:00Z,2016-04-29T17:00Z,CRAM.20160429,1,CRAM.20160429.SCHINDLERPATALAS.2,,,NEON.DOC.001194vE,,,,Schindler-Patalas,2,2,24,0.5,0.5,,,ekrulc@field-ops.org,jhudson@neoninc.org,legacyData,20231227T015923Z,RELEASE-2024
abce9875-3501-4d87-8114-fee7a0dec70e,D05,CRAM,CRAM.AOS.littoral2,46.211995,-89.47446,1.1,10,WGS84,512.5,1,lake,2016-07-13T17:00Z,2016-07-13T17:00Z,CRAM.20160713,2,CRAM.20160713.SCHINDLER.1,,,NEON.DOC.001194vE,,,,Schindler-Patalas,1,2,24,0.5,0.5,,,ekrulc@field-ops.org,jhudson@neoninc.org,legacyData,20231227T011210Z,RELEASE-2024
3b3eabf7-5b11-4d27-9c7f-ba4972f5c095,D05,CRAM,CRAM.AOS.buoy.c0,46.210592,-89.476861,10,10,WGS84,509,10,lake,2016-07-13T17:00Z,2016-07-13T17:00Z,CRAM.20160713,2,CRAM.20160713.TOWNET.3,,,NEON.DOC.001194vE,,,,tow net,3,2,2482,17,17,,,ekrulc@field-ops.org,jhudson@neoninc.org,legacyData,20231227T011210Z,RELEASE-2024
a36fb96b-17be-4bd6-a753-609a940f5498,D05,CRAM,CRAM.AOS.littoral1,46.207952,-89.476193,1.1,10,WGS84,512.5,1,lake,2016-07-13T17:00Z,2016-07-13T17:00Z,CRAM.20160713,2,CRAM.20160713.SCHINDLER.2,,,NEON.DOC.001194vE,,,,Schindler-Patalas,2,2,24,0.5,0.5,,,ekrulc@field-ops.org,jhudson@neoninc.org,legacyData,20231227T011210Z,RELEASE-2024
83309691-571a-49d2-8206-667386d73f66,D05,CRAM,CRAM.AOS.buoy.c0,46.210592,-89.476861,10,10,WGS84,509,10,lake,2016-09-19T17:00Z,2016-09-19T17:00Z,CRAM.20160919,3,CRAM.20160919.TOWNET.1,,,NEON.DOC.001194vE,,,,tow net,3,1,1095,15,,,,ekrulc@field-ops.org,jhudson@neoninc.org,legacyData,20231227T013301Z,RELEASE-2024
e315da2c-8189-4c3e-979c-a4b2de4c3a67,D05,CRAM,CRAM.AOS.littoral1,46.207952,-89.476193,1.1,10,WGS84,512.5,1,lake,2016-09-19T17:00Z,2016-09-19T17:00Z,CRAM.20160919,3,CRAM.20160919.SCHINDLER.2,,,NEON.DOC.001194vE,,,,Schindler-Patalas,2,2,24,0.5,0.6,,,ekrulc@field-ops.org,jhudson@neoninc.org,legacyData,20231227T013301Z,RELEASE-2024
96595a8d-47ac-4f6f-ab91-4bdd85c5e801,D05,CRAM,CRAM.AOS.littoral2,46.211995,-89.47446,1.1,10,WGS84,512.5,1,lake,2016-09-19T17:00Z,2016-09-19T17:00Z,CRAM.20160919,3,CRAM.20160919.SCHINDLER.1,,,NEON.DOC.001194vE,,,,Schindler-Patalas,1,2,24,0.5,0.5,,,ekrulc@field-ops.org,jhudson@neoninc.org,legacyData,20231227T013301Z,RELEASE-2024
2fde3bae-7b18-4176-b7c7-84becc242543,D05,CRAM,CRAM.AOS.littoral2,46.211995,-89.47446,1.1,10,WGS84,512.5,1,lake,2017-05-03T15:01Z,2017-05-03T15:01Z,CRAM.20170503,1,CRAM.20170503.SCHINDLER.1,,,NEON.DOC.001194vE,,,,Schindler-Patalas,1,2,24,0.5,1.1,,,jhudson@neoninc.org,hbeeler@battelleecology.org,,20231227T074601Z,RELEASE-2024
21544c28-de38-4fde-b71b-afca5ba8aa37,D05,CRAM,CRAM.AOS.buoy.c0,46.210592,-89.476861,10,10,WGS84,509,10,lake,2017-05-03T15:01Z,2017-05-03T15:01Z,CRAM.20170503,1,CRAM.20170503.TOWNET.3,,,NEON.DOC.001194vE,,,,tow net,3,1,1095,15,,,,jhudson@neoninc.org,hbeeler@battelleecology.org,,20231227T074601Z,RELEASE-2024
7da25a10-407f-4bc3-8e5f-b40fec010507,D05,CRAM,CRAM.AOS.littoral1,46.207952,-89.476193,1.1,10,WGS84,512.5,1,lake,2017-05-03T15:01Z,2017-05-03T15:01Z,CRAM.20170503,1,CRAM.20170503.SCHINDLER.2,,,NEON.DOC.001194vE,,,,Schindler-Patalas,2,2,24,0.5,0.6,,,jhudson@neoninc.org,hbeeler@battelleecology.org,,20231227T074601Z,RELEASE-2024
04a49b4d-fbe5-4f31-a0c0-030c3edabf0a,D05,CRAM,CRAM.AOS.littoral2,46.211995,-89.47446,1.1,10,WGS84,512.5,1,lake,2017-07-17T14:38Z,2017-07-17T14:38Z,CRAM.20170717,2,CRAM.20170717.SCHINDLER.1,,,NEON.DOC.001194vE,,,,Schindler-Patalas,1,2,24,0.5,1.1,,,Ahaynes@battelleecology.org,jhudson@neoninc.org,,20231227T035944Z,RELEASE-2024
55d37cc5-625b-4321-abcb-73dc6fa88bb8,D05,CRAM,CRAM.AOS.littoral1,46.207952,-89.476193,1.1,10,WGS84,512.5,1,lake,2017-07-17T14:38Z,2017-07-17T14:38Z,CRAM.20170717,2,CRAM.20170717.SCHINDLER.2,,,NEON.DOC.001194vE,,,,Schindler-Patalas,2,2,24,0.5,0.8,,,Ahaynes@battelleecology.org,jhudson@neoninc.org,,20231227T035944Z,RELEASE-2024
2f476688-bf38-49a5-ac4b-df257866b3ad,D05,CRAM,CRAM.AOS.buoy.c0,46.210592,-89.476861,10,10,WGS84,509,10,lake,2017-07-17T14:38Z,2017-07-17T14:38Z,CRAM.20170717,2,CRAM.20170717.TOWNET.3,,,NEON.DOC.001194vE,,,,tow net,3,1,1022,14,,,,Ahaynes@battelleecology.org,jhudson@neoninc.org,,20231227T035944Z,RELEASE-2024
beb326e4-08a5-4caa-9f3b-41481e13dd8f,D05,CRAM,CRAM.AOS.buoy.c0,46.210592,-89.476861,10,10,WGS84,509,10,lake,2017-09-14T14:31Z,2017-09-14T14:31Z,CRAM.20170914,3,CRAM.20170914.TOWNET.3,,,NEON.DOC.001194vF,,,,tow net,3,1,1204.5,16.5,,,,Ahaynes@battelleecology.org,jhudson@neoninc.org,,20231227T040710Z,RELEASE-2024
6c8d9b7d-8336-4e45-bf49-e6a7ce530ac1,D05,CRAM,CRAM.AOS.littoral1,46.207952,-89.476193,1.1,10,WGS84,512.5,1,lake,2017-09-14T14:31Z,2017-09-14T14:31Z,CRAM.20170914,3,CRAM.20170914.SCHINDLER.2,,,NEON.DOC.001194vF,,,,Schindler-Patalas,2,2,24,0.5,0.5,,,Ahaynes@battelleecology.org,jhudson@neoninc.org,,20231227T040710Z,RELEASE-2024
c4f322a5-c5c4-418b-9f47-6bf51af540ae,D05,CRAM,CRAM.AOS.littoral2,46.211995,-89.47446,1.1,10,WGS84,512.5,1,lake,2017-09-14T14:31Z,2017-09-14T14:31Z,CRAM.20170914,3,CRAM.20170914.SCHINDLER.1,,,NEON.DOC.001194vF,,,,Schindler-Patalas,1,2,24,0.5,1.2,,,Ahaynes@battelleecology.org,jhudson@neoninc.org,,20231227T040710Z,RELEASE-2024
018bbf66-e403-421b-9bdd-8714768d4bda,D05,CRAM,CRAM.AOS.littoral1,46.207952,-89.476193,1.1,10,WGS84,512.5,1,lake,2018-05-10T16:01Z,2018-05-10T16:01Z,CRAM.20180510,1,CRAM.20180510.SCHINDLER.2,A00000007844,,NEON.DOC.001194vG,,,,Schindler-Patalas,2,2,24,0.5,0.8,,,,jbuza@battelleecology.org,,20231228T172152Z,RELEASE-2024
1e4faefd-2276-47c2-a403-9a44205a5b3f,D05,CRAM,CRAM.AOS.buoy.c0,46.210592,-89.476861,10,10,WGS84,509,10,lake,2018-05-10T16:01Z,2018-05-10T16:01Z,CRAM.20180510,1,CRAM.20180510.TOWNET.1,A00000007846,,NEON.DOC.001194vG,,,,tow net,1,2,1752,12,12,,,,jbuza@battelleecology.org,,20231228T172152Z,RELEASE-2024
ae7fee66-ea6b-4df6-a4fb-3d37132d73da,D05,CRAM,CRAM.AOS.littoral2,46.211995,-89.47446,1.1,10,WGS84,512.5,1,lake,2018-05-10T16:01Z,2018-05-10T16:01Z,CRAM.20180510,1,CRAM.20180510.SCHINDLER.3,A00000007848,,NEON.DOC.001194vG,,,,Schindler-Patalas,3,2,24,0.5,1,,,,jbuza@battelleecology.org,,20231228T172152Z,RELEASE-2024
ebc1d328-567d-40fb-b4ec-6adfaf09210c,D05,CRAM,CRAM.AOS.buoy.c0,46.210592,-89.476861,10,10,WGS84,509,10,lake,2018-07-16T14:30Z,2018-07-16T14:30Z,CRAM.20180716,2,CRAM.20180716.TOWNET.1,A00000007615,,NEON.DOC.001194vG,,,,tow net,1,1,1058.5,14.5,,,,,jbuza@battelleecology.org,,20231228T185330Z,RELEASE-2024
